Quality;Description
(0.11493753583653327, 'UBGr', 0.5925494761350407, 'UBr', 0.47761194029850745);['deck_SnowCoveredSwamp', 'deck_BeholdtheMultiverse']
(0.114290117834975, 'UGbr', 0.6847599164926931, 'UGr', 0.5704697986577181);['deck_SarulfsPackmate', 'deck_GlitteringFrost']
(0.11419068736141902, 'URG', 0.7164634146341463, 'RG', 0.6022727272727273);['deck_FynntheFangbearer', 'deck_SnowCoveredForest']
(0.11255746317665816, 'UBR', 0.6076555023923444, 'UB', 0.4950980392156863);['deck_DisdainfulStroke', 'deck_BeholdtheMultiverse']
(0.1108880322661242, 'UGwr', 0.6691919191919192, 'UGr', 0.558303886925795);['deck_BergStrider', 'deck_RavenousLindwurm']
(0.11088189788550806, 'UGbr', 0.6823104693140795, 'UGr', 0.5714285714285714);['deck_AvalancheCaller', 'deck_SnowCoveredIsland']
(0.11074086896312968, 'UBR', 0.5871559633027523, 'UB', 0.47641509433962265);['deck_BergStrider', 'deck_SnowCoveredIsland', 'deck_Mistwalker']
(0.10836501901140683, 'UGbr', 0.6083650190114068, 'UGr', 0.5);['deck_MoritteoftheFrost', 'deck_RavenousLindwurm']
(0.10824546042864203, 'URG', 0.6559633027522935, 'RG', 0.5477178423236515);['deck_SarulfsPackmate', 'deck_SculptorofWinter', 'deck_SnakeskinVeil']
(0.1082214215525713, 'UGwr', 0.6338028169014085, 'UGr', 0.5255813953488372);['deck_MoritteoftheFrost', 'deck_SculptorofWinter']
(0.10796551724137937, 'UGwr', 0.664, 'UGr', 0.5560344827586207);['deck_ShimmerdriftVale', 'deck_SarulfsPackmate']
(0.10778512588467337, 'UGbr', 0.6568047337278107, 'UGr', 0.5490196078431373);['deck_SarulfsPackmate', 'deck_GuardianGladewalker']
(0.10621921182266014, 'UGwr', 0.6508620689655172, 'UGr', 0.5446428571428571);['deck_Mistwalker', 'deck_RimewoodFalls']
(0.1056400846140122, 'WUG', 0.6260162601626016, 'WU', 0.5203761755485894);['deck_ShimmerdriftVale', 'deck_SnowCoveredIsland']
(0.1053476207404398, 'URG', 0.6847290640394089, 'UR', 0.5793814432989691);['deck_BeholdtheMultiverse', 'deck_SeizetheSpoils', 'deck_Squash']
(0.10507246376811596, 'UGbr', 0.6645962732919255, 'UGr', 0.5595238095238095);['deck_BergStrider', 'deck_SarulfsPackmate']
(0.10483870967741937, 'UGwr', 0.6451612903225806, 'UGr', 0.5403225806451613);['deck_ShimmerdriftVale', 'deck_Mistwalker']
(0.10467426234297406, 'UGbr', 0.6476190476190476, 'UGr', 0.5429447852760736);['deck_SarulfsPackmate', 'deck_SculptorofWinter']
(0.10432859823103724, 'URG', 0.662020905923345, 'UR', 0.5576923076923077);['deck_BeholdtheMultiverse', 'deck_SeizetheSpoils']
(0.10392233881375912, 'UBR', 0.6338028169014085, 'UB', 0.5298804780876494);['deck_SnowCoveredSwamp', 'deck_BeholdtheMultiverse', 'deck_BergStrider']
(0.10387165860763958, 'UBRG', 0.6414342629482072, 'UBG', 0.5375626043405676);['deck_ShimmerdriftVale', 'deck_SnowCoveredIsland', 'deck_IcehideTroll']
(0.10377358490566035, 'UGwr', 0.6745283018867925, 'UGr', 0.5707547169811321);['deck_BergStrider', 'deck_SnowCoveredIsland', 'deck_AuguryRaven']
