Quality;Description
(0.1159531090723751, 'UGbr', 0.6388888888888888, 'UGb', 0.5229357798165137);['deck_ShimmerdriftVale', 'deck_SnowCoveredSwamp', 'deck_SculptorofWinter']
(0.11530381944444446, 'UGbr', 0.630859375, 'UGb', 0.5155555555555555);['deck_ShimmerdriftVale', 'deck_SnowCoveredSwamp', 'deck_IcehideTroll']
(0.11474147414741476, 'UGwb', 0.6444444444444445, 'UGb', 0.5297029702970297);['deck_DisdainfulStroke', 'deck_MaskedVandal']
(0.11467720685111982, 'UGbr', 0.6509090909090909, 'UGb', 0.5362318840579711);['deck_ShimmerdriftVale', 'deck_MaskedVandal', 'deck_StruggleforSkemfar']
(0.11376386170906716, 'UGwr', 0.6571428571428571, 'UGr', 0.54337899543379);['deck_DisdainfulStroke', 'deck_RavenousLindwurm', 'deck_SnowCoveredIsland']
(0.11364269788182824, 'UGwr', 0.6376811594202898, 'UGr', 0.5240384615384616);['deck_MoritteoftheFrost', 'deck_RavenousLindwurm', 'deck_SculptorofWinter']
(0.11333195249930961, 'UGbr', 0.7089201877934272, 'UGr', 0.5955882352941176);['deck_TheBearsofLittjara', 'deck_MaskedVandal']
(0.11207171314741038, 'UBGr', 0.63, 'UBr', 0.5179282868525896);['deck_Mistwalker', 'deck_SnowCoveredIsland']
(0.11081355932203385, 'UGwb', 0.632, 'UGb', 0.5211864406779662);['deck_PilferingHawk', 'deck_IceTunnel']
(0.11078431372549025, 'UGbr', 0.65, 'UGr', 0.5392156862745098);['deck_MoritteoftheFrost', 'deck_RavenousLindwurm', 'deck_MaskedVandal']
(0.11072191535633868, 'UGwr', 0.630901287553648, 'UGr', 0.5201793721973094);['deck_GuardianGladewalker', 'deck_SculptorofWinter', 'deck_SarulfsPackmate']
